time,signal
0.0,-0.2
0.004,-0.2
0.008,-0.2
0.012,-0.2
0.016,-0.2
0.02,-0.195
0.024,-0.185
0.028,-0.19
0.032,-0.2025
0.036000000000000004,-0.20999999999999988
0.04,-0.1933333333333333
0.044,-0.18
0.048,-0.1783333333333333
0.052000000000000005,-0.1683333333333333
0.056,-0.17
0.06,-0.1816666666666666
0.064,-0.195
0.068,-0.21
0.07200000000000001,-0.22499999999999998
0.076,-0.22
0.08,-0.2133333333333333
0.084,-0.1983333333333333
0.088,-0.2083333333333333
0.092,-0.215
0.096,-0.2283333333333333
0.1,-0.24
0.10400000000000001,-0.25
0.108,-0.25
0.112,-0.2383333333333333
0.116,-0.2416666666666666
0.12,-0.245
0.124,-0.255
0.128,-0.255
0.132,-0.2625
0.136,-0.26
0.14,-0.2716666666666666
0.14400000000000002,-0.26500000000000007
0.148,-0.2716666666666666
0.152,-0.2683333333333333
0.156,-0.27
0.16,-0.275
0.164,-0.285
0.168,-0.2825
0.17200000000000001,-0.275
0.176,-0.2733333333333334
0.18,-0.2666666666666666
0.184,-0.265
0.188,-0.2683333333333333
0.192,-0.29
0.196,-0.2783333333333334
0.2,-0.295
0.20400000000000001,-0.28833333333333333
0.20800000000000002,-0.2949999999999998
0.212,-0.2866666666666666
0.216,-0.2833333333333333
0.22,-0.275
0.224,-0.2783333333333333
0.228,-0.28
0.232,-0.2875
0.23600000000000002,-0.295
0.24,-0.2966666666666666
0.244,-0.29
0.248,-0.29
0.252,-0.28
0.256,-0.28
0.26,-0.2833333333333333
0.264,-0.3
0.268,-0.3025
0.272,-0.295
0.276,-0.2933333333333333
0.28,-0.2833333333333333
0.28400000000000003,-0.28333333333333305
0.28800000000000003,-0.2699999999999999
0.292,-0.285
0.296,-0.2783333333333333
0.3,-0.275
0.304,-0.2666666666666666
0.308,-0.26
0.312,-0.2233333333333333
0.316,-0.2066666666666666
0.32,-0.1966666666666666
0.324,-0.1833333333333333
0.328,-0.185
0.332,-0.1525
0.336,-0.135
0.34,-0.1016666666666666
0.34400000000000003,-0.10000000000000005
0.34800000000000003,-0.10333333333333374
0.352,-0.12
0.356,-0.125
0.36,-0.15
0.364,-0.17
0.368,-0.19
0.372,-0.205
0.376,-0.2216666666666666
0.38,-0.245
0.384,-0.2616666666666666
0.388,-0.285
0.392,-0.285
0.396,-0.3033333333333333
0.4,-0.31
0.404,-0.315
0.40800000000000003,-0.3199999999999996
