time,signal
0.000,-0.978
0.004,-0.944
0.008,-0.888
0.012,-0.944
0.016,-0.864
0.020,-0.930
0.024,-0.888
0.028,-0.856
0.032,-0.920
0.036,-0.840
0.040,-0.896
0.044,-0.870
0.048,-0.832
0.052,-0.896
0.056,-0.812
0.060,-0.870
0.064,-0.844
0.068,-0.826
0.072,-0.884
0.076,-0.778
0.080,-0.862
0.084,-0.822
0.088,-0.816
0.092,-0.860
0.096,-0.770
0.100,-0.850
0.104,-0.788
0.108,-0.788
0.112,-0.822
0.116,-0.738
0.120,-0.834
0.124,-0.746
0.128,-0.766
0.132,-0.788
0.136,-0.712
0.140,-0.790
0.144,-0.698
0.148,-0.734
0.152,-0.738
0.156,-0.670
0.160,-0.738
0.164,-0.648
0.168,-0.690
0.172,-0.688
0.176,-0.614
0.180,-0.688
0.184,-0.604
0.188,-0.654
0.192,-0.642
0.196,-0.592
0.200,-0.684
0.204,-0.600
0.208,-0.656
0.212,-0.662
0.216,-0.624
0.220,-0.720
0.224,-0.648
0.228,-0.736
0.232,-0.746
0.236,-0.744
0.240,-0.832
0.244,-0.768
0.248,-0.854
0.252,-0.854
0.256,-0.842
0.260,-0.920
0.264,-0.840
0.268,-0.934
0.272,-0.902
0.276,-0.874
0.280,-0.940
0.284,-0.868
0.288,-0.946
0.292,-0.892
0.296,-0.898
0.300,-0.942
0.304,-0.864
0.308,-0.938
0.312,-0.882
0.316,-0.888
0.320,-0.936
0.324,-0.846
0.328,-0.932
0.332,-0.860
0.336,-0.890
0.340,-0.920
0.344,-0.832
0.348,-0.920
0.352,-0.854
0.356,-0.880
0.360,-0.906
0.364,-0.832
0.368,-0.914
0.372,-0.848
0.376,-0.870
0.380,-0.878
0.384,-0.824
0.388,-0.912
0.392,-0.816
0.396,-0.870
0.400,-0.866
0.404,-0.818
0.408,-0.898
0.412,-0.804
0.416,-0.860
0.420,-0.856
0.424,-0.814
0.428,-0.880
0.432,-0.800
0.436,-0.874
0.440,-0.838
0.444,-0.816
0.448,-0.882
0.452,-0.796
0.456,-0.864
0.460,-0.836
0.464,-0.806
0.468,-0.880
0.472,-0.798
0.476,-0.870
0.480,-0.818
0.484,-0.810
0.488,-0.878
0.492,-0.776
0.496,-0.864
0.500,-0.824
0.504,-0.812
0.508,-0.874
0.512,-0.774
0.516,-0.858
0.520,-0.824
0.524,-0.816
0.528,-0.860
0.532,-0.784
0.536,-0.870
0.540,-0.816
0.544,-0.818
0.548,-0.858
0.552,-0.784
0.556,-0.866
0.560,-0.800
0.564,-0.818
0.568,-0.852
0.572,-0.780
0.576,-0.852
0.580,-0.748
0.584,-0.780
0.588,-0.792
0.592,-0.708
0.596,-0.790
0.600,-0.710
0.604,-0.752
0.608,-0.748
0.612,-0.684
0.616,-0.766
0.620,-0.686
0.624,-0.742
0.628,-0.750
0.632,-0.718
0.636,-0.824
0.640,-0.752
0.644,-0.808
0.648,-0.814
0.652,-0.774
0.656,-0.860
0.660,-0.784
0.664,-0.844
0.668,-0.844
0.672,-0.806
0.676,-0.886
0.680,-0.796
0.684,-0.872
0.688,-0.858
0.692,-0.806
0.696,-0.892
0.700,-0.798
0.704,-0.874
0.708,-0.842
0.712,-0.804
0.716,-0.888
0.720,-0.792
0.724,-0.876
0.728,-0.816
0.732,-0.810
0.736,-0.874
0.740,-0.794
0.744,-0.878
0.748,-0.818
0.752,-0.826
0.756,-0.836
0.760,-0.686
0.764,-0.642
0.768,-0.376
0.772,-0.130
0.776,0.124
0.780,0.360
0.784,0.262
0.788,0.082
0.792,-0.328
0.796,-0.692
0.800,-0.844
0.804,-1.016
0.808,-0.968
0.812,-1.024
0.816,-1.038
0.820,-0.968
0.824,-1.024
0.828,-0.920
0.832,-0.942
0.836,-0.936
0.840,-0.866
0.844,-0.936
0.848,-0.850
0.852,-0.904
0.856,-0.896
0.860,-0.832
0.864,-0.916
0.868,-0.828
0.872,-0.880
0.876,-0.870
0.880,-0.812
0.884,-0.898
0.888,-0.800
0.892,-0.864
0.896,-0.838
0.900,-0.804
0.904,-0.874
0.908,-0.780
0.912,-0.850
0.916,-0.814
0.920,-0.796
0.924,-0.860
0.928,-0.760
0.932,-0.836
0.936,-0.788
0.940,-0.778
0.944,-0.818
0.948,-0.742
0.952,-0.822
0.956,-0.758
0.960,-0.744
0.964,-0.788
0.968,-0.704
0.972,-0.780
0.976,-0.714
0.980,-0.708
0.984,-0.748
0.988,-0.672
0.992,-0.732
0.996,-0.658
1.000,-0.664
1.004,-0.704
1.008,-0.614
1.012,-0.696
1.016,-0.630
1.020,-0.630
1.024,-0.678
1.028,-0.586
1.032,-0.666
1.036,-0.610
1.040,-0.640
1.044,-0.668
1.048,-0.612
1.052,-0.730
1.056,-0.668
1.060,-0.728
1.064,-0.764
1.068,-0.736
1.072,-0.844
1.076,-0.766
1.080,-0.838
1.084,-0.864
1.088,-0.828
1.092,-0.916
1.096,-0.838
1.100,-0.908
1.104,-0.906
1.108,-0.868
1.112,-0.936
1.116,-0.858
1.120,-0.936
1.124,-0.896
1.128,-0.874
1.132,-0.942
1.136,-0.856
1.140,-0.934
1.144,-0.886
1.148,-0.862
1.152,-0.934
1.156,-0.852
1.160,-0.906
1.164,-0.870
1.168,-0.870
1.172,-0.920
1.176,-0.832
1.180,-0.908
1.184,-0.864
1.188,-0.862
1.192,-0.912
1.196,-0.812
1.200,-0.902
1.204,-0.856
1.208,-0.842
1.212,-0.880
1.216,-0.814
1.220,-0.896
1.224,-0.832
1.228,-0.840
1.232,-0.880
1.236,-0.806
1.240,-0.896
1.244,-0.818
1.248,-0.842
1.252,-0.870
1.256,-0.800
1.260,-0.882
1.264,-0.806
1.268,-0.860
1.272,-0.862
1.276,-0.792
1.280,-0.880
1.284,-0.792
1.288,-0.848
1.292,-0.846
1.296,-0.792
1.300,-0.878
1.304,-0.800
1.308,-0.848
1.312,-0.832
1.316,-0.796
1.320,-0.880
1.324,-0.792
1.328,-0.848
1.332,-0.840
1.336,-0.794
1.340,-0.866
1.344,-0.786
1.348,-0.844
1.352,-0.832
1.356,-0.802
1.360,-0.868
1.364,-0.780
1.368,-0.852
1.372,-0.824
1.376,-0.810
1.380,-0.864
1.384,-0.776
1.388,-0.856
1.392,-0.810
1.396,-0.790
1.400,-0.858
1.404,-0.774
1.408,-0.854
1.412,-0.804
1.416,-0.808
1.420,-0.860
1.424,-0.768
1.428,-0.854
1.432,-0.786
1.436,-0.804
1.440,-0.836
1.444,-0.732
1.448,-0.808
1.452,-0.736
1.456,-0.752
1.460,-0.768
1.464,-0.692
1.468,-0.770
1.472,-0.702
1.476,-0.716
1.480,-0.732
1.484,-0.668
1.488,-0.754
1.492,-0.694
1.496,-0.734
1.500,-0.772
1.504,-0.732
1.508,-0.832
1.512,-0.748
1.516,-0.808
1.520,-0.826
1.524,-0.776
1.528,-0.854
1.532,-0.790
1.536,-0.838
1.540,-0.856
1.544,-0.794
1.548,-0.870
1.552,-0.800
1.556,-0.854
1.560,-0.840
1.564,-0.792
1.568,-0.880
1.572,-0.798
1.576,-0.856
1.580,-0.832
1.584,-0.798
1.588,-0.878
1.592,-0.784
1.596,-0.856
1.600,-0.818
1.604,-0.808
1.608,-0.870
1.612,-0.784
1.616,-0.858
1.620,-0.804
1.624,-0.756
1.628,-0.712
1.632,-0.462
1.636,-0.312
1.640,0.006
1.644,0.256
1.648,0.266
1.652,0.224
1.656,-0.196
1.660,-0.512
1.664,-0.780
1.668,-0.966
1.672,-0.940
1.676,-1.046
1.680,-0.986
1.684,-1.000
1.688,-1.004
1.692,-0.918
1.696,-0.972
1.700,-0.874
1.704,-0.904
1.708,-0.914
1.712,-0.840
1.716,-0.918
1.720,-0.848
1.724,-0.874
1.728,-0.872
1.732,-0.816
1.736,-0.906
1.740,-0.810
1.744,-0.852
1.748,-0.850
1.752,-0.804
1.756,-0.880
1.760,-0.792
1.764,-0.848
1.768,-0.840
1.772,-0.794
1.776,-0.858
1.780,-0.768
1.784,-0.832
1.788,-0.810
1.792,-0.770
1.796,-0.844
1.800,-0.748
1.804,-0.816
1.808,-0.794
1.812,-0.744
1.816,-0.818
1.820,-0.734
1.824,-0.796
1.828,-0.746
1.832,-0.728
1.836,-0.796
1.840,-0.692
1.844,-0.702
1.848,-0.712
1.852,-0.696
1.856,-0.744
1.860,-0.648
1.864,-0.716
1.868,-0.664
1.872,-0.670
1.876,-0.700
1.880,-0.610
1.884,-0.690
1.888,-0.630
1.892,-0.644
1.896,-0.672
1.900,-0.596
1.904,-0.690
1.908,-0.624
1.912,-0.668
1.916,-0.692
1.920,-0.652
1.924,-0.754
1.928,-0.692
1.932,-0.752
1.936,-0.794
1.940,-0.758
1.944,-0.858
1.948,-0.804
1.952,-0.848
1.956,-0.876
1.960,-0.830
1.964,-0.920
1.968,-0.864
1.972,-0.912
1.976,-0.912
1.980,-0.856
1.984,-0.940
1.988,-0.860
1.992,-0.912
1.996,-0.904
2.000,-0.856
2.004,-0.944
2.008,-0.842
2.012,-0.908
2.016,-0.880
2.020,-0.862
2.024,-0.932
2.028,-0.842
2.032,-0.908
2.036,-0.876
2.040,-0.850
2.044,-0.912
2.048,-0.824
2.052,-0.914
2.056,-0.862
2.060,-0.856
2.064,-0.904
2.068,-0.816
2.072,-0.916
2.076,-0.840
2.080,-0.846
2.084,-0.888
2.088,-0.816
2.092,-0.888
2.096,-0.822
2.100,-0.850
2.104,-0.888
2.108,-0.808
2.112,-0.888
2.116,-0.824
2.120,-0.840
2.124,-0.882
2.128,-0.790
2.132,-0.880
2.136,-0.830
2.140,-0.836
2.144,-0.866
2.148,-0.796
2.152,-0.880
2.156,-0.818
2.160,-0.840
2.164,-0.860
2.168,-0.790
2.172,-0.888
2.176,-0.794
2.180,-0.838
2.184,-0.852
2.188,-0.798
2.192,-0.888
2.196,-0.788
2.200,-0.854
2.204,-0.848
2.208,-0.792
2.212,-0.872
2.216,-0.786
2.220,-0.856
2.224,-0.834
2.228,-0.802
2.232,-0.872
2.236,-0.804
2.240,-0.856
2.244,-0.816
2.248,-0.798
2.252,-0.872
2.256,-0.776
2.260,-0.862
2.264,-0.816
2.268,-0.808
2.272,-0.872
2.276,-0.774
2.280,-0.854
2.284,-0.814
2.288,-0.812
2.292,-0.860
2.296,-0.768
2.300,-0.854
2.304,-0.810
2.308,-0.802
2.312,-0.848
2.316,-0.768
2.320,-0.840
2.324,-0.772
2.328,-0.762
2.332,-0.788
2.336,-0.712
2.340,-0.796
2.344,-0.712
2.348,-0.728
2.352,-0.766
2.356,-0.668
2.360,-0.750
2.364,-0.682
2.368,-0.720
2.372,-0.764
2.376,-0.710
2.380,-0.808
2.384,-0.752
2.388,-0.814
2.392,-0.822
2.396,-0.764
2.400,-0.868
2.404,-0.786
2.408,-0.832
