time,signal
0.000,0.218
0.004,0.218
0.008,0.212
0.012,0.214
0.016,0.212
0.020,0.200
0.024,0.192
0.028,0.180
0.032,0.156
0.036,0.144
0.040,0.126
0.044,0.114
0.048,0.096
0.052,0.078
0.056,0.060
0.060,0.058
0.064,0.040
0.068,0.026
0.072,0.022
0.076,0.018
0.080,0.008
0.084,0.006
0.088,-0.000
0.092,-0.000
0.096,0.006
0.100,0.008
0.104,0.002
0.108,0.008
0.112,-0.000
0.116,0.010
0.120,0.010
0.124,0.022
0.128,0.018
0.132,0.012
0.136,0.018
0.140,0.024
0.144,0.024
0.148,0.028
0.152,0.034
0.156,0.032
0.160,0.032
0.164,0.034
0.168,0.032
0.172,0.034
0.176,0.034
0.180,0.040
0.184,0.040
0.188,0.040
0.192,0.042
0.196,0.040
0.200,0.040
0.204,0.044
0.208,0.042
0.212,0.032
0.216,0.038
0.220,0.038
0.224,0.040
0.228,0.040
0.232,0.044
0.236,0.042
0.240,0.048
0.244,0.040
0.248,0.044
0.252,0.042
0.256,0.040
0.260,0.052
0.264,0.054
0.268,0.050
0.272,0.064
0.276,0.082
0.280,0.096
0.284,0.112
0.288,0.112
0.292,0.126
0.296,0.140
0.300,0.152
0.304,0.172
0.308,0.168
0.312,0.160
0.316,0.160
0.320,0.176
0.324,0.178
0.328,0.178
0.332,0.160
0.336,0.146
0.340,0.124
0.344,0.102
0.348,0.072
0.352,0.046
0.356,0.032
0.360,0.014
0.364,0.010
0.368,0.002
0.372,-0.000
0.376,-0.006
0.380,0.006
0.384,-0.000
0.388,0.002
0.392,-0.000
0.396,0.008
0.400,0.012
0.404,0.012
0.408,0.014
0.412,0.004
0.416,0.010
0.420,0.008
0.424,0.012
0.428,0.010
0.432,0.010
0.436,0.028
0.440,0.036
0.444,0.032
0.448,0.018
0.452,0.008
0.456,0.060
0.460,0.168
0.464,0.448
0.468,0.654
0.472,0.856
0.476,0.662
0.480,0.480
0.484,0.144
0.488,-0.162
0.492,-0.148
0.496,-0.176
0.500,-0.092
0.504,-0.008
0.508,0.040
0.512,0.046
0.516,0.044
0.520,0.036
0.524,0.032
0.528,0.038
0.532,0.038
0.536,0.046
0.540,0.040
0.544,0.048
0.548,0.056
0.552,0.058
0.556,0.058
0.560,0.068
0.564,0.072
0.568,0.070
0.572,0.072
0.576,0.074
0.580,0.080
0.584,0.080
0.588,0.086
0.592,0.082
0.596,0.088
0.600,0.090
0.604,0.092
0.608,0.096
0.612,0.098
0.616,0.104
0.620,0.108
0.624,0.112
0.628,0.112
0.632,0.112
0.636,0.112
0.640,0.120
0.644,0.126
0.648,0.128
0.652,0.136
0.656,0.132
0.660,0.136
0.664,0.150
0.668,0.146
0.672,0.158
0.676,0.170
0.680,0.180
0.684,0.176
0.688,0.184
0.692,0.186
0.696,0.196
0.700,0.206
0.704,0.202
0.708,0.216
0.712,0.208
0.716,0.216
0.720,0.210
0.724,0.210
0.728,0.200
0.732,0.182
0.736,0.188
0.740,0.160
0.744,0.156
0.748,0.136
0.752,0.122
0.756,0.112
0.760,0.086
0.764,0.070
0.768,0.056
0.772,0.040
0.776,0.040
0.780,0.026
0.784,0.014
0.788,0.024
0.792,0.006
0.796,0.012
0.800,-0.000
0.804,0.002
0.808,0.014
0.812,-0.000
0.816,0.014
0.820,0.004
0.824,0.018
0.828,0.010
0.832,0.008
0.836,0.012
0.840,0.008
0.844,0.024
0.848,0.028
0.852,0.024
0.856,0.034
0.860,0.024
0.864,0.032
0.868,0.012
0.872,0.034
0.876,0.032
0.880,0.054
0.884,0.026
0.888,0.028
0.892,0.026
0.896,0.040
0.900,0.024
0.904,0.040
