time,signal
0.000,0.028
0.004,0.026
0.008,-0.006
0.012,0.006
0.016,-0.008
0.020,-0.054
0.024,-0.086
0.028,-0.080
0.032,-0.016
0.036,0.264
0.040,0.656
0.044,1.072
0.048,1.388
0.052,1.488
0.056,1.154
0.060,0.720
0.064,0.320
0.068,-0.134
0.072,-0.396
0.076,-0.580
0.080,-0.710
0.084,-0.746
0.088,-0.692
0.092,-0.590
0.096,-0.466
0.100,-0.342
0.104,-0.184
0.108,-0.064
0.112,-0.024
0.116,-0.018
0.120,-0.020
0.124,-0.018
0.128,-0.006
0.132,-0.000
0.136,0.004
0.140,-0.006
0.144,0.004
0.148,0.020
0.152,0.022
0.156,0.048
0.160,0.044
0.164,0.048
0.168,0.036
0.172,0.032
0.176,0.032
0.180,0.038
0.184,0.038
0.188,0.046
0.192,0.054
0.196,0.046
0.200,0.048
0.204,0.064
0.208,0.062
0.212,0.060
0.216,0.064
0.220,0.076
0.224,0.080
0.228,0.080
0.232,0.088
0.236,0.084
0.240,0.084
0.244,0.086
0.248,0.090
0.252,0.086
0.256,0.096
0.260,0.096
0.264,0.104
0.268,0.104
0.272,0.110
0.276,0.104
0.280,0.114
0.284,0.120
0.288,0.136
0.292,0.142
0.296,0.134
0.300,0.132
0.304,0.138
0.308,0.134
0.312,0.136
0.316,0.136
0.320,0.138
0.324,0.142
0.328,0.138
0.332,0.140
0.336,0.148
0.340,0.140
0.344,0.136
0.348,0.138
0.352,0.128
0.356,0.134
0.360,0.128
0.364,0.136
0.368,0.124
0.372,0.126
0.376,0.104
0.380,0.108
0.384,0.080
0.388,0.080
0.392,0.066
0.396,0.058
0.400,0.048
0.404,0.054
0.408,0.044
0.412,0.026
0.416,0.030
0.420,0.042
0.424,0.024
0.428,0.030
0.432,0.032
0.436,0.030
0.440,0.032
0.444,0.032
0.448,0.040
0.452,0.040
0.456,0.040
0.460,0.042
0.464,0.050
0.468,0.040
0.472,0.054
0.476,0.062
0.480,0.072
0.484,0.068
0.488,0.088
0.492,0.076
0.496,0.072
0.500,0.072
0.504,0.088
0.508,0.090
0.512,0.090
0.516,0.096
0.520,0.104
0.524,0.092
0.528,0.092
0.532,0.094
0.536,0.100
0.540,0.096
0.544,0.094
0.548,0.088
0.552,0.082
0.556,0.080
0.560,0.068
0.564,0.076
0.568,0.066
0.572,0.072
0.576,0.078
0.580,0.092
0.584,0.076
0.588,0.086
0.592,0.072
0.596,0.078
0.600,0.074
0.604,0.078
0.608,0.072
0.612,0.074
0.616,0.076
0.620,0.076
0.624,0.072
0.628,0.056
0.632,0.060
0.636,0.060
0.640,0.060
0.644,0.062
0.648,0.072
0.652,0.068
0.656,0.070
0.660,0.062
0.664,0.070
0.668,0.072
0.672,0.070
0.676,0.056
0.680,0.070
0.684,0.066
0.688,0.080
0.692,0.072
0.696,0.086
0.700,0.082
0.704,0.104
0.708,0.122
0.712,0.132
0.716,0.164
0.720,0.182
0.724,0.172
0.728,0.168
0.732,0.168
0.736,0.170
0.740,0.198
0.744,0.200
0.748,0.216
0.752,0.204
0.756,0.202
0.760,0.192
0.764,0.182
0.768,0.162
0.772,0.156
0.776,0.130
0.780,0.096
0.784,0.060
0.788,0.036
0.792,0.040
0.796,0.030
0.800,0.040
0.804,0.038
0.808,0.030
0.812,0.032
0.816,0.024
0.820,0.022
0.824,0.016
0.828,0.008
0.832,0.018
0.836,0.002
0.840,0.006
0.844,-0.000
0.848,-0.000
