time,signal
0.000,0.525
0.008,0.695
0.016,0.475
0.023,0.015
0.031,-0.155
0.039,-0.115
0.047,-0.065
0.055,-0.035
0.062,-0.015
0.070,-0.015
0.078,-0.015
0.086,-0.015
0.094,-0.015
0.102,-0.015
0.109,-0.015
0.117,-0.015
0.125,-0.015
0.133,-0.005
0.141,-0.015
0.148,-0.015
0.156,-0.025
0.164,-0.025
0.172,-0.025
0.180,-0.035
0.188,-0.025
0.195,-0.035
0.203,-0.035
0.211,-0.035
0.219,-0.045
0.227,-0.055
0.234,-0.065
0.242,-0.065
0.250,-0.075
0.258,-0.085
0.266,-0.095
0.273,-0.085
0.281,-0.085
0.289,-0.075
0.297,-0.085
0.305,-0.065
0.312,-0.065
0.320,-0.075
0.328,-0.085
0.336,-0.095
0.344,-0.115
0.352,-0.125
0.359,-0.135
0.367,-0.125
0.375,-0.105
0.383,-0.115
0.391,-0.115
0.398,-0.115
0.406,-0.115
0.414,-0.115
0.422,-0.105
0.430,-0.095
0.438,-0.085
0.445,-0.095
0.453,-0.095
0.461,-0.085
0.469,-0.095
0.477,-0.085
0.484,-0.095
0.492,-0.105
0.500,-0.105
0.508,-0.115
0.516,-0.115
0.523,-0.125
0.531,-0.155
0.539,-0.145
0.547,-0.145
0.555,-0.145
0.562,-0.135
0.570,-0.145
0.578,-0.105
0.586,-0.055
0.594,-0.055
0.602,-0.045
0.609,-0.025
0.617,0.055
0.625,0.015
0.633,-0.025
0.641,-0.015
0.648,-0.115
0.656,-0.165
0.664,-0.175
0.672,-0.215
0.680,-0.215
0.688,-0.185
0.695,-0.165
0.703,-0.265
0.711,0.105
0.719,0.955
0.727,1.865
0.734,2.445
0.742,1.345
0.750,-0.475
0.758,-0.885
0.766,-0.665
0.773,-0.465
0.781,-0.355
0.789,-0.315
0.797,-0.315
0.805,-0.295
0.812,-0.295
0.820,-0.285
0.828,-0.295
0.836,-0.295
0.844,-0.275
0.852,-0.275
0.859,-0.265
0.867,-0.255
0.875,-0.225
0.883,-0.235
0.891,-0.235
0.898,-0.225
0.906,-0.215
0.914,-0.215
0.922,-0.205
0.930,-0.195
0.938,-0.185
0.945,-0.205
0.953,-0.215
0.961,-0.215
0.969,-0.225
0.977,-0.245
0.984,-0.235
0.992,-0.235
1.000,-0.185
1.008,-0.175
1.016,-0.155
1.023,-0.145
1.031,-0.155
1.039,-0.155
1.047,-0.155
1.055,-0.165
1.062,-0.155
1.070,-0.155
1.078,-0.165
1.086,-0.155
1.094,-0.185
1.102,-0.155
1.109,-0.165
1.117,-0.135
1.125,-0.125
1.133,-0.125
1.141,-0.115
1.148,-0.095
1.156,-0.095
1.164,-0.085
1.172,-0.075
1.180,-0.075
1.188,-0.055
1.195,-0.075
1.203,-0.085
1.211,-0.065
1.219,-0.095
1.227,-0.085
1.234,-0.085
1.242,-0.085
1.250,-0.095
1.258,-0.105
1.266,-0.115
1.273,-0.085
1.281,-0.045
1.289,-0.025
1.297,-0.025
1.305,0.005
1.312,0.065
1.320,0.085
1.328,0.015
1.336,-0.015
1.344,-0.015
1.352,-0.115
1.359,-0.135
1.367,-0.155
1.375,-0.175
1.383,-0.165
1.391,-0.155
1.398,-0.255
1.406,-0.035
1.414,0.745
1.422,1.685
1.430,2.435
1.438,1.695
1.445,-0.225
1.453,-0.925
1.461,-0.715
1.469,-0.485
1.477,-0.355
1.484,-0.315
1.492,-0.315
1.500,-0.295
1.508,-0.295
1.516,-0.295
1.523,-0.295
1.531,-0.295
1.539,-0.285
1.547,-0.275
1.555,-0.265
1.562,-0.255
1.570,-0.255
1.578,-0.265
1.586,-0.245
1.594,-0.255
1.602,-0.235
1.609,-0.235
1.617,-0.215
1.625,-0.205
1.633,-0.215
1.641,-0.215
1.648,-0.205
1.656,-0.225
1.664,-0.225
1.672,-0.225
1.680,-0.215
1.688,-0.215
1.695,-0.195
1.703,-0.185
1.711,-0.165
1.719,-0.155
1.727,-0.155
1.734,-0.155
1.742,-0.155
1.750,-0.145
1.758,-0.155
1.766,-0.165
1.773,-0.165
1.781,-0.175
1.789,-0.155
1.797,-0.165
1.805,-0.155
1.812,-0.145
1.820,-0.135
1.828,-0.145
1.836,-0.125
1.844,-0.145
1.852,-0.105
1.859,-0.115
1.867,-0.105
1.875,-0.105
1.883,-0.095
1.891,-0.095
1.898,-0.095
1.906,-0.105
1.914,-0.105
1.922,-0.105
1.930,-0.105
1.938,-0.095
1.945,-0.125
1.953,-0.125
1.961,-0.125
1.969,-0.115
1.977,-0.055
1.984,-0.035
1.992,-0.025
2.000,0.015
2.008,0.025
2.016,0.105
2.023,0.025
2.031,-0.025
2.039,-0.005
2.047,-0.095
2.055,-0.155
2.062,-0.155
2.070,-0.195
2.078,-0.205
2.086,-0.185
2.094,-0.195
2.102,-0.275
2.109,0.315
2.117,1.275
2.125,2.325
2.133,2.445
2.141,0.385
2.148,-0.985
2.156,-0.855
2.164,-0.525
2.172,-0.355
2.180,-0.295
2.188,-0.265
2.195,-0.285
2.203,-0.275
2.211,-0.265
2.219,-0.265
2.227,-0.255
2.234,-0.245
2.242,-0.245
2.250,-0.235
2.258,-0.235
2.266,-0.225
2.273,-0.215
2.281,-0.235
2.289,-0.205
2.297,-0.195
2.305,-0.195
2.312,-0.175
2.320,-0.185
2.328,-0.175
2.336,-0.165
2.344,-0.165
2.352,-0.155
2.359,-0.165
2.367,-0.165
2.375,-0.165
2.383,-0.165
2.391,-0.155
2.398,-0.125
2.406,-0.125
2.414,-0.085
2.422,-0.095
2.430,-0.105
2.438,-0.095
2.445,-0.115
2.453,-0.115
2.461,-0.115
2.469,-0.135
2.477,-0.115
2.484,-0.135
2.492,-0.115
2.500,-0.105
2.508,-0.115
2.516,-0.115
2.523,-0.105
2.531,-0.115
2.539,-0.085
2.547,-0.085
2.555,-0.065
2.562,-0.055
2.570,-0.055
2.578,-0.055
2.586,-0.055
2.594,-0.055
2.602,-0.035
2.609,-0.055
2.617,-0.045
2.625,-0.035
2.633,-0.055
2.641,-0.065
2.648,-0.065
2.656,-0.075
2.664,-0.065
2.672,-0.075
2.680,-0.075
2.688,-0.065
2.695,-0.065
2.703,-0.005
2.711,0.015
2.719,0.005
2.727,0.035
2.734,0.075
2.742,0.155
2.750,0.085
2.758,0.045
2.766,0.045
2.773,-0.025
2.781,-0.095
2.789,-0.075
2.797,-0.135
2.805,-0.115
2.812,-0.095
2.820,-0.095
2.828,-0.215
2.836,0.215
2.844,1.085
2.852,2.085
2.859,2.675
2.867,1.505
2.875,-0.495
2.883,-0.935
2.891,-0.625
2.898,-0.355
2.906,-0.215
2.914,-0.205
2.922,-0.215
2.930,-0.205
2.938,-0.195
2.945,-0.185
2.953,-0.185
2.961,-0.175
2.969,-0.155
2.977,-0.175
2.984,-0.155
2.992,-0.145
3.000,-0.145
3.008,-0.125
3.016,-0.135
3.023,-0.135
3.031,-0.115
3.039,-0.125
3.047,-0.115
3.055,-0.095
3.062,-0.095
3.070,-0.095
3.078,-0.105
3.086,-0.095
3.094,-0.095
3.102,-0.105
3.109,-0.105
3.117,-0.085
3.125,-0.065
3.133,-0.045
3.141,-0.045
3.148,-0.045
3.156,-0.035
3.164,-0.045
3.172,-0.055
3.180,-0.055
3.188,-0.055
3.195,-0.065
3.203,-0.065
3.211,-0.085
3.219,-0.085
3.227,-0.075
3.234,-0.065
3.242,-0.075
3.250,-0.055
3.258,-0.045
3.266,-0.035
3.273,-0.035
3.281,-0.025
3.289,-0.015
3.297,-0.005
3.305,-0.005
3.312,0.005
3.320,0.005
3.328,-0.015
3.336,-0.015
3.344,-0.035
3.352,-0.015
3.359,-0.015
3.367,-0.005
3.375,-0.015
3.383,-0.015
3.391,-0.025
3.398,-0.025
3.406,-0.035
3.414,-0.035
3.422,-0.035
3.430,-0.025
3.438,0.045
3.445,0.065
3.453,0.055
3.461,0.075
3.469,0.095
3.477,0.165
3.484,0.105
3.492,0.075
3.500,0.095
3.508,-0.015
3.516,-0.045
3.523,-0.075
3.531,-0.105
3.539,-0.095
3.547,-0.085
3.555,-0.125
