time,signal
0.000,0.125
0.008,0.005
0.016,0.025
0.023,0.065
0.031,-0.085
0.039,0.005
0.047,-0.065
0.055,-0.015
0.062,-0.035
0.070,-0.035
0.078,0.015
0.086,0.155
0.094,0.435
0.102,0.655
0.109,0.865
0.117,0.125
0.125,-0.925
0.133,-0.935
0.141,-0.615
0.148,-0.235
0.156,0.005
0.164,0.035
0.172,0.035
0.180,0.015
0.188,0.005
0.195,0.045
0.203,0.045
0.211,0.045
0.219,0.105
0.227,0.105
0.234,0.095
0.242,0.125
0.250,0.115
0.258,0.105
0.266,0.165
0.273,0.155
0.281,0.235
0.289,0.185
0.297,0.205
0.305,0.315
0.312,0.295
0.320,0.305
0.328,0.325
0.336,0.415
0.344,0.425
0.352,0.495
0.359,0.475
0.367,0.525
0.375,0.475
0.383,0.505
0.391,0.415
0.398,0.355
0.406,0.265
0.414,0.175
0.422,0.105
0.430,0.085
0.438,-0.015
0.445,-0.015
0.453,-0.045
0.461,-0.095
0.469,-0.035
0.477,-0.085
0.484,-0.085
0.492,-0.135
0.500,-0.065
0.508,-0.085
0.516,-0.105
0.523,-0.075
0.531,-0.095
0.539,-0.095
0.547,-0.065
0.555,-0.085
0.562,-0.075
0.570,-0.085
0.578,-0.075
0.586,-0.085
0.594,-0.075
0.602,-0.045
0.609,-0.065
0.617,-0.055
0.625,-0.075
0.633,-0.075
0.641,-0.105
0.648,-0.055
0.656,-0.095
0.664,-0.085
0.672,-0.095
0.680,-0.055
0.688,-0.095
0.695,-0.105
0.703,-0.085
0.711,-0.105
0.719,-0.065
0.727,-0.065
0.734,-0.025
0.742,-0.075
0.750,-0.125
0.758,-0.065
0.766,-0.095
0.773,-0.105
0.781,-0.045
0.789,-0.045
0.797,0.015
0.805,0.015
0.812,0.075
0.820,0.055
0.828,0.035
0.836,-0.045
0.844,-0.045
0.852,-0.015
0.859,-0.075
0.867,-0.135
0.875,-0.145
0.883,-0.105
0.891,-0.165
0.898,-0.145
0.906,-0.085
0.914,-0.085
0.922,0.005
0.930,0.295
0.938,0.585
0.945,0.885
0.953,0.055
0.961,-0.955
0.969,-1.055
0.977,-0.725
0.984,-0.455
0.992,-0.175
1.000,-0.065
1.008,-0.125
1.016,-0.045
1.023,-0.065
1.031,-0.035
1.039,-0.035
1.047,-0.035
1.055,-0.055
1.062,0.015
1.070,-0.025
1.078,-0.015
1.086,0.115
1.094,0.005
1.102,0.025
1.109,0.125
1.117,0.065
1.125,0.155
1.133,0.135
1.141,0.155
1.148,0.185
1.156,0.225
1.164,0.305
1.172,0.265
1.180,0.405
1.188,0.375
1.195,0.395
1.203,0.435
1.211,0.415
1.219,0.415
1.227,0.345
1.234,0.235
1.242,0.145
1.250,0.025
1.258,-0.055
1.266,-0.065
1.273,-0.155
1.281,-0.175
1.289,-0.155
1.297,-0.215
1.305,-0.245
1.312,-0.135
1.320,-0.235
1.328,-0.255
1.336,-0.215
1.344,-0.225
1.352,-0.285
1.359,-0.155
1.367,-0.225
1.375,-0.245
1.383,-0.205
1.391,-0.265
1.398,-0.225
1.406,-0.185
1.414,-0.245
1.422,-0.195
1.430,-0.225
1.438,-0.225
1.445,-0.175
1.453,-0.255
1.461,-0.235
1.469,-0.275
1.477,-0.135
1.484,-0.225
1.492,-0.225
1.500,-0.215
1.508,-0.235
1.516,-0.225
1.523,-0.245
1.531,-0.255
1.539,-0.245
1.547,-0.185
1.555,-0.235
1.562,-0.225
1.570,-0.285
1.578,-0.185
1.586,-0.205
1.594,-0.245
1.602,-0.205
1.609,-0.235
1.617,-0.235
1.625,-0.195
1.633,-0.205
1.641,-0.235
1.648,-0.135
1.656,-0.165
1.664,-0.105
1.672,-0.105
1.680,-0.095
1.688,-0.045
1.695,-0.015
1.703,-0.135
1.711,-0.105
1.719,-0.235
1.727,-0.135
1.734,-0.205
1.742,-0.225
1.750,-0.255
1.758,-0.285
1.766,-0.225
1.773,-0.225
1.781,-0.235
1.789,-0.235
1.797,-0.025
1.805,0.275
1.812,0.585
1.820,0.795
1.828,-0.425
1.836,-1.375
1.844,-1.135
1.852,-0.665
1.859,-0.265
1.867,-0.185
1.875,-0.195
1.883,-0.215
1.891,-0.175
1.898,-0.185
1.906,-0.155
1.914,-0.205
1.922,-0.115
1.930,-0.095
1.938,-0.165
1.945,-0.105
1.953,-0.085
1.961,-0.065
1.969,-0.105
1.977,-0.035
1.984,-0.075
1.992,0.015
2.000,-0.005
2.008,0.035
2.016,0.075
2.023,0.095
2.031,0.135
2.039,0.205
2.047,0.215
2.055,0.305
2.062,0.305
2.070,0.335
2.078,0.325
2.086,0.305
2.094,0.305
2.102,0.215
2.109,0.115
2.117,-0.035
2.125,-0.085
2.133,-0.155
2.141,-0.185
2.148,-0.225
2.156,-0.235
2.164,-0.225
2.172,-0.225
2.180,-0.265
2.188,-0.275
2.195,-0.295
2.203,-0.285
2.211,-0.265
2.219,-0.275
2.227,-0.275
2.234,-0.225
2.242,-0.235
2.250,-0.265
2.258,-0.215
2.266,-0.265
2.273,-0.245
2.281,-0.235
2.289,-0.225
2.297,-0.165
2.305,-0.235
2.312,-0.215
2.320,-0.215
2.328,-0.235
2.336,-0.195
2.344,-0.225
2.352,-0.215
2.359,-0.245
2.367,-0.175
2.375,-0.245
2.383,-0.215
2.391,-0.225
2.398,-0.235
2.406,-0.195
2.414,-0.205
2.422,-0.205
2.430,-0.225
2.438,-0.165
2.445,-0.215
2.453,-0.225
2.461,-0.215
2.469,-0.245
2.477,-0.185
2.484,-0.215
2.492,-0.185
2.500,-0.195
2.508,-0.225
2.516,-0.185
2.523,-0.245
2.531,-0.145
2.539,-0.195
2.547,-0.165
2.555,-0.125
2.562,-0.055
2.570,-0.115
2.578,-0.075
2.586,-0.025
2.594,-0.085
2.602,-0.165
2.609,-0.185
2.617,-0.155
2.625,-0.215
2.633,-0.195
2.641,-0.315
2.648,-0.245
2.656,-0.245
2.664,-0.225
2.672,-0.255
2.680,-0.175
2.688,-0.065
2.695,0.285
2.703,0.535
2.711,0.635
2.719,-0.465
2.727,-1.225
2.734,-1.105
2.742,-0.705
2.750,-0.315
2.758,-0.205
2.766,-0.175
2.773,-0.215
2.781,-0.125
2.789,-0.155
2.797,-0.135
2.805,-0.105
2.812,-0.085
2.820,-0.105
2.828,-0.095
2.836,-0.085
2.844,-0.065
2.852,-0.025
2.859,-0.005
2.867,0.005
2.875,0.005
2.883,0.015
2.891,0.065
2.898,0.095
2.906,0.085
2.914,0.145
2.922,0.215
2.930,0.175
2.938,0.265
2.945,0.285
2.953,0.295
2.961,0.385
2.969,0.325
2.977,0.395
2.984,0.335
2.992,0.265
3.000,0.205
3.008,0.085
3.016,-0.045
3.023,-0.055
3.031,-0.165
3.039,-0.115
3.047,-0.195
3.055,-0.195
3.062,-0.245
3.070,-0.205
3.078,-0.235
3.086,-0.215
3.094,-0.235
3.102,-0.205
3.109,-0.175
3.117,-0.245
3.125,-0.185
3.133,-0.205
3.141,-0.205
3.148,-0.155
3.156,-0.215
3.164,-0.215
3.172,-0.175
3.180,-0.165
3.188,-0.165
3.195,-0.195
3.203,-0.175
3.211,-0.185
3.219,-0.175
3.227,-0.175
3.234,-0.195
3.242,-0.175
3.250,-0.215
3.258,-0.145
3.266,-0.175
3.273,-0.225
3.281,-0.175
3.289,-0.135
3.297,-0.215
3.305,-0.155
3.312,-0.195
3.320,-0.245
3.328,-0.195
3.336,-0.145
3.344,-0.175
3.352,-0.165
3.359,-0.195
3.367,-0.185
3.375,-0.185
3.383,-0.205
3.391,-0.165
3.398,-0.215
3.406,-0.175
3.414,-0.135
3.422,-0.215
3.430,-0.135
3.438,-0.215
3.445,-0.125
3.453,-0.205
3.461,-0.215
3.469,-0.175
3.477,-0.155
3.484,-0.155
3.492,-0.185
3.500,-0.145
3.508,-0.135
3.516,-0.155
3.523,-0.065
3.531,-0.035
3.539,-0.065
3.547,0.005
3.555,-0.015
3.562,-0.035
3.570,-0.135
3.578,-0.155
3.586,-0.165
3.594,-0.115
3.602,-0.195
3.609,-0.205
3.617,-0.155
3.625,-0.235
3.633,-0.105
3.641,-0.185
3.648,-0.075
3.656,0.135
3.664,0.455
3.672,0.895
3.680,0.245
3.688,-0.965
3.695,-1.285
3.703,-0.905
3.711,-0.395
3.719,-0.175
3.727,-0.125
3.734,-0.125
3.742,-0.135
3.750,-0.095
3.758,-0.085
3.766,-0.135
3.773,-0.025
3.781,-0.085
3.789,-0.105
3.797,0.025
3.805,-0.045
3.812,-0.005
3.820,-0.015
3.828,-0.075
3.836,0.135
3.844,0.025
3.852,0.045
3.859,0.105
3.867,0.155
3.875,0.135
3.883,0.185
3.891,0.185
3.898,0.245
3.906,0.275
3.914,0.275
3.922,0.445
3.930,0.335
3.938,0.365
3.945,0.405
3.953,0.355
3.961,0.245
3.969,0.185
3.977,0.105
3.984,-0.005
3.992,-0.075
4.000,-0.095
4.008,-0.135
4.016,-0.185
4.023,-0.185
4.031,-0.225
4.039,-0.215
4.047,-0.215
4.055,-0.245
4.062,-0.175
4.070,-0.225
4.078,-0.235
4.086,-0.255
4.094,-0.145
4.102,-0.215
4.109,-0.185
4.117,-0.225
4.125,-0.145
4.133,-0.205
4.141,-0.185
4.148,-0.155
4.156,-0.205
4.164,-0.105
4.172,-0.145
4.180,-0.155
4.188,-0.135
4.195,-0.195
4.203,-0.185
4.211,-0.135
4.219,-0.155
4.227,-0.105
4.234,-0.225
4.242,-0.085
4.250,-0.175
4.258,-0.145
4.266,-0.175
4.273,-0.135
4.281,-0.155
4.289,-0.155
4.297,-0.105
4.305,-0.155
4.312,-0.105
4.320,-0.095
4.328,-0.145
4.336,-0.165
4.344,-0.105
4.352,-0.125
4.359,-0.115
4.367,-0.075
4.375,-0.095
4.383,-0.185
4.391,-0.075
4.398,-0.145
4.406,-0.105
4.414,-0.135
4.422,-0.105
4.430,-0.095
4.438,-0.125
4.445,-0.035
4.453,-0.085
4.461,-0.135
4.469,-0.015
4.477,-0.015
4.484,0.055
4.492,0.025
4.500,0.075
4.508,-0.015
4.516,-0.115
