time,signal
0.006,-0.75
0.008,-0.75
0.011,-0.75
0.014,-0.75
0.017,-0.75
0.019,-0.76
0.022,-0.77
0.025,-0.775
0.028,-0.775
0.031,-0.785
0.033,-0.78
0.036,-0.76
0.039,-0.77
0.042,-0.77
0.044,-0.77
0.047,-0.78
0.05,-0.78
0.053,-0.79
0.056,-0.79
0.058,-0.8
0.061,-0.795
0.064,-0.795
0.067,-0.785
0.069,-0.785
0.072,-0.765
0.075,-0.78
0.078,-0.795
0.081,-0.79
0.083,-0.8
0.086,-0.82
0.089,-0.81
0.092,-0.815
0.094,-0.805
0.097,-0.795
0.1,-0.8
0.103,-0.79
0.106,-0.785
0.108,-0.775
0.111,-0.77
0.114,-0.795
0.117,-0.805
0.119,-0.79
0.122,-0.8
0.125,-0.795
0.128,-0.785
0.131,-0.795
0.133,-0.78
0.136,-0.755
0.139,-0.75
0.142,-0.745
0.144,-0.74
0.147,-0.73
0.15,-0.715
0.153,-0.71
0.156,-0.71
0.158,-0.72
0.161,-0.715
0.164,-0.72
0.167,-0.69
0.169,-0.685
0.172,-0.68
0.175,-0.675
0.178,-0.68
0.181,-0.66
0.183,-0.67
0.186,-0.67
0.189,-0.675
0.192,-0.69
0.194,-0.71
0.197,-0.71
0.2,-0.72
0.203,-0.74
0.206,-0.735
0.208,-0.75
0.211,-0.75
0.214,-0.745
0.217,-0.75
0.219,-0.76
0.222,-0.78
0.225,-0.8
0.228,-0.82
0.231,-0.83
0.233,-0.825
0.236,-0.83
0.239,-0.83
0.242,-0.84
0.244,-0.845
0.247,-0.845
0.25,-0.865
0.253,-0.865
0.256,-0.86
0.258,-0.87
0.261,-0.865
0.264,-0.87
0.267,-0.85
0.269,-0.86
0.272,-0.855
0.275,-0.845
0.278,-0.845
0.281,-0.845
0.283,-0.86
0.286,-0.855
0.289,-0.865
0.292,-0.865
0.294,-0.86
0.297,-0.86
0.3,-0.86
0.303,-0.855
0.306,-0.845
0.308,-0.845
0.311,-0.83
0.314,-0.835
0.317,-0.835
0.319,-0.83
0.322,-0.8
0.325,-0.76
0.328,-0.69
0.331,-0.6
0.333,-0.475
0.336,-0.345
0.339,-0.22
0.342,-0.125
0.344,-0.045
0.347,-0.045
0.35,-0.145
0.353,-0.29
0.356,-0.445
0.358,-0.64
0.361,-0.845
0.364,-1.03
0.367,-1.15
0.369,-1.19
0.372,-1.175
0.375,-1.155
0.378,-1.11
0.381,-1.085
0.383,-1.06
0.386,-1.04
0.389,-1.025
0.392,-1.025
0.394,-1.0
0.397,-0.975
0.4,-0.96
0.403,-0.955
0.406,-0.945
0.408,-0.94
0.411,-0.945
0.414,-0.96
0.417,-0.96
0.419,-0.965
0.422,-0.98
0.425,-0.98
0.428,-0.97
0.431,-0.97
0.433,-0.97
0.436,-0.955
0.439,-0.95
0.442,-0.955
0.444,-0.945
0.447,-0.955
0.45,-0.965
0.453,-0.965
0.456,-0.97
0.458,-0.975
0.461,-0.975
0.464,-0.98
0.467,-0.965
0.469,-0.965
0.472,-0.975
0.475,-0.98
0.478,-0.975
0.481,-0.975
0.483,-0.98
0.486,-0.99
0.489,-0.995
0.492,-1.0
0.494,-1.015
0.497,-1.01
0.5,-1.01
0.503,-1.01
0.506,-0.99
0.508,-0.99
0.511,-0.99
0.514,-1.01
0.517,-1.02
0.519,-1.03
0.522,-1.035
0.525,-1.045
0.528,-1.04
0.531,-1.04
0.533,-1.04
0.536,-1.035
0.539,-1.03
0.542,-1.025
0.544,-1.04
0.547,-1.04
0.55,-1.05
0.553,-1.06
0.556,-1.065
0.558,-1.08
0.561,-1.07
0.564,-1.07
0.567,-1.07
0.569,-1.055
0.572,-1.06
0.575,-1.06
0.578,-1.06
0.581,-1.06
0.583,-1.07
0.586,-1.07
0.589,-1.075
0.592,-1.065
0.594,-1.065
0.597,-1.065
0.6,-1.055
0.603,-1.055
0.606,-1.045
0.608,-1.04
0.611,-1.03
0.614,-1.015
0.617,-1.025
0.619,-1.01
0.622,-1.02
0.625,-1.005
0.628,-1.0
0.631,-0.965
0.633,-0.945
0.636,-0.915
0.639,-0.895
0.642,-0.875
0.644,-0.855
0.647,-0.84
0.65,-0.825
0.653,-0.805
0.656,-0.8
0.658,-0.785
0.661,-0.775
0.664,-0.755
0.667,-0.74
0.669,-0.72
0.672,-0.71
0.675,-0.7
0.678,-0.69
0.681,-0.695
0.683,-0.705
0.686,-0.71
0.689,-0.72
0.692,-0.705
0.694,-0.715
0.697,-0.71
0.7,-0.71
0.703,-0.715
0.706,-0.715
0.708,-0.71
0.711,-0.72
0.714,-0.715
0.717,-0.73
0.719,-0.74
0.722,-0.76
0.725,-0.745
0.728,-0.75
0.731,-0.765
0.733,-0.75
0.736,-0.745
0.739,-0.745
0.742,-0.745
0.744,-0.755
0.747,-0.765
0.75,-0.775
0.753,-0.77
0.756,-0.79
0.758,-0.79
0.761,-0.795
0.764,-0.785
0.767,-0.785
0.769,-0.79
0.772,-0.79
0.775,-0.79
0.778,-0.77
0.781,-0.79
0.783,-0.795
0.786,-0.8
0.789,-0.795
0.792,-0.8
0.794,-0.805
0.797,-0.795
0.8,-0.795
0.803,-0.79
0.806,-0.78
0.808,-0.79
0.811,-0.785
0.814,-0.795
0.817,-0.79
0.819,-0.805
0.822,-0.825
0.825,-0.82
0.828,-0.81
0.831,-0.805
0.833,-0.795
0.836,-0.785
0.839,-0.78
0.842,-0.78
0.844,-0.785
0.847,-0.79
0.85,-0.79
0.853,-0.805
0.856,-0.815
0.858,-0.81
0.861,-0.8
0.864,-0.79
0.867,-0.78
0.869,-0.76
0.872,-0.75
0.875,-0.745
0.878,-0.735
0.881,-0.72
0.883,-0.71
0.886,-0.71
0.889,-0.715
0.892,-0.705
0.894,-0.71
0.897,-0.71
0.9,-0.705
0.903,-0.695
0.906,-0.675
0.908,-0.67
0.911,-0.66
0.914,-0.655
0.917,-0.655
0.919,-0.67
0.922,-0.685
0.925,-0.71
0.928,-0.72
0.931,-0.75
0.933,-0.745
0.936,-0.745
0.939,-0.74
0.942,-0.745
0.944,-0.745
0.947,-0.755
0.95,-0.78
0.953,-0.8
0.956,-0.83
0.958,-0.845
0.961,-0.84
0.964,-0.85
0.967,-0.85
0.969,-0.85
0.972,-0.84
0.975,-0.84
0.978,-0.855
0.981,-0.85
0.983,-0.87
0.986,-0.865
0.989,-0.875
0.992,-0.875
0.994,-0.865
0.997,-0.875
1.0,-0.86
1.003,-0.86
1.006,-0.855
1.008,-0.855
1.011,-0.86
1.014,-0.855
1.017,-0.86
1.019,-0.86
1.022,-0.87
1.025,-0.865
1.028,-0.845
1.031,-0.855
1.033,-0.835
1.036,-0.8
1.039,-0.76
1.042,-0.705
1.044,-0.625
1.047,-0.53
1.05,-0.415
1.053,-0.295
1.056,-0.19
1.058,-0.105
1.061,-0.055
1.064,-0.095
1.067,-0.185
1.069,-0.31
1.072,-0.43
1.075,-0.575
1.078,-0.725
1.081,-0.89
1.083,-1.05
1.086,-1.16
1.089,-1.21
1.092,-1.195
1.094,-1.16
1.097,-1.125
1.1,-1.095
1.103,-1.085
1.106,-1.055
1.108,-1.035
1.111,-1.02
1.114,-1.005
1.117,-0.99
1.119,-0.98
1.122,-0.975
1.125,-0.975
1.128,-0.965
1.131,-0.975
1.133,-0.965
1.136,-0.955
1.139,-0.96
1.142,-0.955
1.144,-0.955
1.147,-0.965
1.15,-0.98
1.153,-0.98
1.156,-0.985
1.158,-0.985
1.161,-0.99
1.164,-0.98
1.167,-0.985
1.169,-0.985
1.172,-0.98
1.175,-0.96
1.178,-0.975
1.181,-0.98
1.183,-0.985
1.186,-0.995
1.189,-1.0
1.192,-1.01
1.194,-1.005
