time,signal
0.006,-0.995
0.008,-0.995
0.011,-0.995
0.014,-0.995
0.017,-0.995
0.019,-1.015
0.022,-0.985
0.025,-0.985
0.028,-0.97
0.031,-0.975
0.033,-0.97
0.036,-0.99
0.039,-1.0
0.042,-1.02
0.044,-1.025
0.047,-1.03
0.05,-1.045
0.053,-1.025
0.056,-1.035
0.058,-1.015
0.061,-1.015
0.064,-0.995
0.067,-0.99
0.069,-0.99
0.072,-0.995
0.075,-1.005
0.078,-1.005
0.081,-1.015
0.083,-1.01
0.086,-0.99
0.089,-1.02
0.092,-1.01
0.094,-1.015
0.097,-1.0
0.1,-0.99
0.103,-0.995
0.106,-1.01
0.108,-1.005
0.111,-1.015
0.114,-0.995
0.117,-1.005
0.119,-1.005
0.122,-0.985
0.125,-0.985
0.128,-0.98
0.131,-0.96
0.133,-0.94
0.136,-0.96
0.139,-0.94
0.142,-0.945
0.144,-0.945
0.147,-0.94
0.15,-0.95
0.153,-0.935
0.156,-0.915
0.158,-0.905
0.161,-0.89
0.164,-0.875
0.167,-0.86
0.169,-0.865
0.172,-0.86
0.175,-0.845
0.178,-0.85
0.181,-0.85
0.183,-0.84
0.186,-0.82
0.189,-0.805
0.192,-0.775
0.194,-0.755
0.197,-0.725
0.2,-0.705
0.203,-0.685
0.206,-0.67
0.208,-0.67
0.211,-0.66
0.214,-0.65
0.217,-0.63
0.219,-0.605
0.222,-0.6
0.225,-0.56
0.228,-0.53
0.231,-0.52
0.233,-0.495
0.236,-0.475
0.239,-0.47
0.242,-0.45
0.244,-0.45
0.247,-0.445
0.25,-0.435
0.253,-0.425
0.256,-0.415
0.258,-0.385
0.261,-0.37
0.264,-0.365
0.267,-0.365
0.269,-0.35
0.272,-0.37
0.275,-0.395
0.278,-0.42
0.281,-0.445
0.283,-0.47
0.286,-0.49
0.289,-0.525
0.292,-0.55
0.294,-0.555
0.297,-0.59
0.3,-0.615
0.303,-0.65
0.306,-0.685
0.308,-0.74
0.311,-0.765
0.314,-0.8
0.317,-0.83
0.319,-0.845
0.322,-0.85
0.325,-0.865
0.328,-0.875
0.331,-0.87
0.333,-0.865
0.336,-0.87
0.339,-0.89
0.342,-0.905
0.344,-0.925
0.347,-0.93
0.35,-0.945
0.353,-0.95
0.356,-0.935
