time,signal
0.006,0.045
0.008,0.045
0.011,0.045
0.014,0.045
0.017,0.045
0.019,0.045
0.022,0.045
0.025,0.035
0.028,0.03
0.031,0.045
0.033,0.05
0.036,0.065
0.039,0.035
0.042,0.03
0.044,0.015
0.047,0.04
0.05,0.045
0.053,0.02
0.056,0.01
0.058,-0.02
0.061,-0.01
0.064,-0.01
0.067,-0.015
0.069,-0.035
0.072,-0.055
0.075,-0.07
0.078,-0.085
0.081,-0.075
0.083,-0.075
0.086,-0.1
0.089,-0.12
0.092,-0.135
0.094,-0.15
0.097,-0.13
0.1,-0.13
0.103,-0.135
0.106,-0.155
0.108,-0.17
0.111,-0.175
0.114,-0.165
0.117,-0.16
0.119,-0.175
0.122,-0.205
0.125,-0.2
0.128,-0.195
0.131,-0.205
0.133,-0.19
0.136,-0.195
0.139,-0.21
0.142,-0.21
0.144,-0.205
0.147,-0.19
0.15,-0.175
0.153,-0.19
0.156,-0.195
0.158,-0.205
0.161,-0.2
0.164,-0.185
0.167,-0.17
0.169,-0.155
0.172,-0.185
0.175,-0.195
0.178,-0.205
0.181,-0.185
0.183,-0.175
0.186,-0.18
0.189,-0.19
0.192,-0.22
0.194,-0.2
0.197,-0.18
0.2,-0.185
0.203,-0.18
0.206,-0.195
0.208,-0.22
0.211,-0.2
0.214,-0.175
0.217,-0.175
0.219,-0.185
0.222,-0.2
0.225,-0.215
0.228,-0.225
0.231,-0.21
0.233,-0.195
0.236,-0.2
0.239,-0.215
0.242,-0.235
0.244,-0.235
0.247,-0.22
0.25,-0.225
0.253,-0.215
0.256,-0.23
0.258,-0.24
0.261,-0.245
0.264,-0.23
0.267,-0.21
0.269,-0.215
0.272,-0.22
0.275,-0.235
0.278,-0.22
0.281,-0.205
0.283,-0.215
0.286,-0.205
0.289,-0.205
0.292,-0.215
0.294,-0.25
0.297,-0.215
0.3,-0.2
0.303,-0.215
0.306,-0.22
0.308,-0.24
0.311,-0.23
0.314,-0.215
0.317,-0.2
0.319,-0.2
0.322,-0.215
0.325,-0.21
0.328,-0.215
0.331,-0.2
0.333,-0.19
0.336,-0.19
0.339,-0.2
0.342,-0.195
0.344,-0.205
0.347,-0.215
0.35,-0.19
0.353,-0.195
0.356,-0.225
0.358,-0.22
0.361,-0.235
0.364,-0.23
0.367,-0.195
0.369,-0.21
0.372,-0.22
0.375,-0.225
0.378,-0.22
0.381,-0.195
0.383,-0.175
0.386,-0.175
0.389,-0.19
0.392,-0.2
0.394,-0.21
0.397,-0.195
0.4,-0.185
0.403,-0.165
0.406,-0.18
0.408,-0.195
0.411,-0.195
0.414,-0.185
0.417,-0.17
0.419,-0.185
0.422,-0.195
0.425,-0.2
0.428,-0.2
0.431,-0.18
0.433,-0.15
0.436,-0.175
0.439,-0.17
0.442,-0.19
0.444,-0.195
0.447,-0.165
0.45,-0.145
0.453,-0.145
0.456,-0.165
0.458,-0.17
0.461,-0.16
0.464,-0.15
0.467,-0.15
0.469,-0.145
0.472,-0.155
0.475,-0.17
0.478,-0.16
0.481,-0.165
0.483,-0.14
0.486,-0.15
0.489,-0.165
0.492,-0.205
0.494,-0.195
0.497,-0.19
0.5,-0.155
0.503,-0.165
0.506,-0.175
0.508,-0.165
0.511,-0.155
0.514,-0.145
0.517,-0.13
0.519,-0.125
0.522,-0.115
0.525,-0.105
0.528,-0.085
0.531,-0.03
0.533,0.045
0.536,0.17
0.539,0.455
0.542,0.905
0.544,1.415
0.547,1.65
0.55,1.52
0.553,1.225
0.556,1.03
0.558,0.94
0.561,0.86
0.564,0.795
0.567,0.7
0.569,0.59
0.572,0.45
0.575,0.35
0.578,0.25
0.581,0.145
0.583,0.035
0.586,-0.07
0.589,-0.205
0.592,-0.33
0.594,-0.465
0.597,-0.595
0.6,-0.75
0.603,-0.91
0.606,-1.05
0.608,-1.185
0.611,-1.275
0.614,-1.35
0.617,-1.42
0.619,-1.485
0.622,-1.55
0.625,-1.6
0.628,-1.605
0.631,-1.59
0.633,-1.55
0.636,-1.51
0.639,-1.465
0.642,-1.42
0.644,-1.325
0.647,-1.205
0.65,-1.07
0.653,-0.97
0.656,-0.865
0.658,-0.78
0.661,-0.675
0.664,-0.62
0.667,-0.575
0.669,-0.535
0.672,-0.475
0.675,-0.385
0.678,-0.29
0.681,-0.19
0.683,-0.1
0.686,-0.035
0.689,-0.005
0.692,0.015
0.694,0.035
0.697,0.06
0.7,0.085
0.703,0.105
0.706,0.09
0.708,0.09
0.711,0.095
0.714,0.12
0.717,0.14
0.719,0.13
0.722,0.1
0.725,0.095
0.728,0.105
0.731,0.115
0.733,0.155
0.736,0.145
0.739,0.14
0.742,0.13
0.744,0.125
0.747,0.15
0.75,0.18
0.753,0.175
0.756,0.18
0.758,0.185
0.761,0.195
0.764,0.225
0.767,0.25
0.769,0.285
0.772,0.27
0.775,0.285
0.778,0.3
0.781,0.33
0.783,0.355
0.786,0.365
0.789,0.355
0.792,0.36
0.794,0.38
0.797,0.395
0.8,0.425
0.803,0.435
0.806,0.435
0.808,0.435
0.811,0.445
0.814,0.47
0.817,0.5
0.819,0.515
0.822,0.515
0.825,0.53
0.828,0.525
0.831,0.555
0.833,0.58
0.836,0.61
0.839,0.595
0.842,0.62
0.844,0.63
0.847,0.65
0.85,0.67
0.853,0.67
0.856,0.665
0.858,0.65
0.861,0.645
0.864,0.66
0.867,0.65
0.869,0.665
0.872,0.655
0.875,0.65
0.878,0.65
0.881,0.66
0.883,0.67
0.886,0.67
0.889,0.65
0.892,0.63
0.894,0.6
0.897,0.61
0.9,0.605
0.903,0.59
0.906,0.555
0.908,0.52
0.911,0.505
0.914,0.49
0.917,0.475
0.919,0.45
0.922,0.405
0.925,0.37
0.928,0.34
0.931,0.32
0.933,0.305
0.936,0.3
0.939,0.265
0.942,0.235
0.944,0.205
0.947,0.21
0.95,0.19
0.953,0.18
0.956,0.15
0.958,0.12
0.961,0.1
0.964,0.09
0.967,0.09
0.969,0.07
0.972,0.05
0.975,0.04
0.978,0.03
0.981,0.035
0.983,0.03
0.986,0.015
0.989,-0.005
0.992,-0.015
0.994,-0.03
0.997,-0.025
1.0,-0.015
1.003,-0.02
1.006,-0.03
1.008,-0.04
1.011,-0.05
1.014,-0.05
1.017,-0.03
1.019,-0.035
1.022,-0.045
1.025,-0.065
1.028,-0.065
1.031,-0.05
1.033,-0.04
1.036,-0.015
1.039,-0.015
1.042,-0.025
1.044,-0.035
1.047,-0.015
1.05,-0.01
1.053,-0.015
1.056,-0.025
1.058,-0.05
1.061,-0.05
1.064,-0.05
1.067,-0.035
1.069,-0.04
1.072,-0.065
1.075,-0.065
1.078,-0.07
1.081,-0.06
1.083,-0.05
1.086,-0.065
1.089,-0.08
1.092,-0.095
1.094,-0.105
1.097,-0.095
1.1,-0.075
1.103,-0.1
1.106,-0.1
1.108,-0.12
1.111,-0.12
1.114,-0.11
1.117,-0.115
1.119,-0.11
1.122,-0.12
1.125,-0.15
1.128,-0.135
1.131,-0.13
1.133,-0.14
1.136,-0.145
1.139,-0.15
1.142,-0.175
1.144,-0.185
1.147,-0.18
1.15,-0.17
1.153,-0.18
1.156,-0.185
1.158,-0.2
1.161,-0.19
1.164,-0.155
1.167,-0.145
1.169,-0.145
1.172,-0.155
1.175,-0.175
1.178,-0.16
1.181,-0.145
1.183,-0.14
1.186,-0.15
1.189,-0.155
1.192,-0.17
1.194,-0.16
1.197,-0.15
1.2,-0.15
1.203,-0.16
1.206,-0.15
1.208,-0.17
1.211,-0.17
1.214,-0.16
1.217,-0.15
1.219,-0.16
1.222,-0.15
1.225,-0.175
1.228,-0.17
1.231,-0.18
1.233,-0.16
1.236,-0.165
1.239,-0.18
1.242,-0.19
1.244,-0.185
1.247,-0.18
1.25,-0.17
1.253,-0.18
1.256,-0.205
1.258,-0.215
1.261,-0.2
1.264,-0.185
1.267,-0.175
1.269,-0.17
1.272,-0.19
1.275,-0.195
1.278,-0.2
1.281,-0.215
1.283,-0.2
1.286,-0.21
1.289,-0.205
1.292,-0.215
1.294,-0.22
1.297,-0.2
